OrderID,Date,CustomerID,Product,Category,Subcategory,Price,Quantity,TotalAmount,DiscountPercent,DiscountAmount,FinalAmount,PaymentMethod,CustomerAge,CustomerGender,City,State,Rating
10361,2023-05-14,3058,Shoes Product 60,Clothing,Shoes,161.3,1,161.3,10,16.13,145.17,Google Pay,46,Non-binary,San Francisco,California,1
10362,2023-05-14,3058,Cameras Product 19,Electronics,Cameras,408.88,1,408.88,0,0.0,408.88,Credit Card,44,Female,Rochester,New York,3
10363,2023-05-15,6720,Pants Product 77,Clothing,Pants,45.74,4,182.96,0,0.0,182.96,PayPal,40,Male,Austin,Texas,5
10364,2023-05-15,2911,Shirts Product 56,Clothing,Shirts,81.07,2,162.14,0,0.0,162.14,Google Pay,29,Female,San Jose,California,5
10365,2023-05-15,8196,Shoes Product 44,Clothing,Shoes,117.87,1,117.87,0,0.0,117.87,Google Pay,24,Non-binary,San Francisco,California,2
10366,2023-05-16,8196,Pants Product 46,Clothing,Pants,135.95,1,135.95,0,0.0,135.95,PayPal,33,Female,Springfield,Illinois,3
10367,2023-05-16,7321,Headphones Product 45,Electronics,Headphones,885.08,1,885.08,0,0.0,885.08,Google Pay,26,Male,Dallas,Texas,4
10368,2023-05-16,2923,Cameras Product 47,Electronics,Cameras,747.38,1,747.38,5,37.37,710.01,Google Pay,71,Female,Chicago,Illinois,5
10369,2023-05-17,2923,Accessories Product 87,Sports,Accessories,178.3,2,356.6,5,17.83,338.77,PayPal,74,Male,Rochester,New York,3
10370,2023-05-17,2923,Shoes Product 50,Clothing,Shoes,129.37,1,129.37,5,6.47,122.9,Credit Card,45,Female,Syracuse,New York,5
10371,2023-05-18,2923,Accessories Product 74,Clothing,Accessories,51.82,3,155.46,0,0.0,155.46,Credit Card,49,Non-binary,Tampa,Florida,3
10372,2023-05-18,2923,Comics Product 48,Books,Comics,83.0,2,166.0,5,8.3,157.7,Bank Transfer,75,Female,Miami,Florida,4
10373,2023-05-19,2923,Shoes Product 20,Clothing,Shoes,17.38,3,52.14,10,5.21,46.93,PayPal,45,Male,Naperville,Illinois,5
10374,2023-05-19,2923,Accessories Product 73,Sports,Accessories,139.94,2,279.88,10,27.99,251.89,PayPal,67,Non-binary,Dallas,Texas,5
10375,2023-05-20,2923,Equipment Product 51,Sports,Equipment,166.41,1,166.41,5,8.32,158.09,Bank Transfer,53,Non-binary,Dallas,Texas,2
10376,2023-05-20,2923,Smartphones Product 86,Electronics,Smartphones,307.93,2,615.86,5,30.79,585.07,Apple Pay,36,Non-binary,Peoria,Illinois,3
10377,2023-05-21,2923,Dresses Product 70,Clothing,Dresses,159.16,2,318.32,0,0.0,318.32,Credit Card,67,Non-binary,Orlando,Florida,4
10378,2023-05-21,2923,Equipment Product 29,Sports,Equipment,458.39,1,458.39,0,0.0,458.39,Google Pay,34,Non-binary,Tallahassee,Florida,5
10379,2023-05-22,2923,Apparel Product 55,Sports,Apparel,410.66,2,821.32,0,0.0,821.32,Apple Pay,50,Male,Orlando,Florida,2
10380,2023-05-22,2923,Furniture Product 89,Home & Kitchen,Furniture,815.45,1,815.45,0,0.0,815.45,PayPal,29,Non-binary,San Jose,California,4
10381,2023-05-23,2923,Comics Product 56,Books,Comics,43.43,2,86.86,5,4.34,82.52,PayPal,67,Female,Fort Worth,Texas,3
10382,2023-05-23,7897,Cameras Product 64,Electronics,Cameras,231.47,2,462.94,5,23.15,439.79,PayPal,26,Female,Tampa,Florida,5
10383,2023-05-23,7897,Equipment Product 9,Sports,Equipment,270.41,1,270.41,0,0.0,270.41,Credit Card,58,Female,Rockford,Illinois,5
10384,2023-05-24,7897,Dresses Product 2,Clothing,Dresses,98.46,4,393.84,0,0.0,393.84,Google Pay,59,Male,Miami,Florida,5
10385,2023-05-24,7897,Footwear Product 62,Sports,Footwear,122.09,2,244.18,0,0.0,244.18,Credit Card,63,Female,Houston,Texas,5
10386,2023-05-24,7897,Non-fiction Product 78,Books,Non-fiction,42.78,1,42.78,5,2.14,40.64,PayPal,48,Male,Miami,Florida,3
10387,2023-05-24,7897,Fiction Product 48,Books,Fiction,70.77,4,283.08,10,28.31,254.77,Apple Pay,27,Male,Fort Worth,Texas,3
10388,2023-05-24,7897,Furniture Product 9,Home & Kitchen,Furniture,518.55,2,1037.1,15,155.56,881.54,Google Pay,44,Male,San Jose,California,4
10389,2023-05-24,7897,Pants Product 39,Clothing,Pants,81.99,3,245.97,0,0.0,245.97,Apple Pay,38,Male,Fort Worth,Texas,5
10390,2023-05-24,7897,Smartphones Product 77,Electronics,Smartphones,1295.75,1,1295.75,0,0.0,1295.75,Apple Pay,41,Non-binary,Rockford,Illinois,5
10391,2023-05-25,7897,Pants Product 52,Clothing,Pants,120.04,3,360.12,5,18.01,342.11,Credit Card,33,Male,Sacramento,California,2
10392,2023-05-25,7897,Tablets Product 52,Electronics,Tablets,1120.47,2,2240.94,0,0.0,2240.94,Apple Pay,53,Female,Jacksonville,Florida,1
10393,2023-05-25,7897,Apparel Product 13,Sports,Apparel,203.3,2,406.6,15,60.99,345.61,Bank Transfer,33,Female,Springfield,Illinois,4
10394,2023-05-25,7897,Shirts Product 29,Clothing,Shirts,23.12,1,23.12,0,0.0,23.12,Credit Card,38,Non-binary,Tallahassee,Florida,4
10395,2023-05-25,7897,Smartphones Product 79,Electronics,Smartphones,488.6,1,488.6,5,24.43,464.17,Apple Pay,48,Female,Buffalo,New York,4
10396,2023-05-26,7897,Apparel Product 38,Sports,Apparel,168.34,2,336.68,0,0.0,336.68,Bank Transfer,42,Non-binary,Rockford,Illinois,2
10397,2023-05-26,7897,Footwear Product 80,Sports,Footwear,495.68,1,495.68,10,49.57,446.11,Credit Card,65,Non-binary,Rockford,Illinois,1
10398,2023-05-26,7897,Equipment Product 21,Sports,Equipment,230.25,1,230.25,5,11.51,218.74,Credit Card,46,Male,Orlando,Florida,3
10399,2023-05-27,7897,Apparel Product 77,Sports,Apparel,151.23,3,453.69,0,0.0,453.69,Credit Card,53,Female,Houston,Texas,4
10400,2023-05-27,7897,Laptops Product 58,Electronics,Laptops,484.54,1,484.54,0,0.0,484.54,Apple Pay,52,Female,Tallahassee,Florida,4
10401,2023-05-27,7897,Dresses Product 79,Clothing,Dresses,80.03,3,240.09,0,0.0,240.09,PayPal,47,Non-binary,Syracuse,New York,5
10402,2023-05-27,7897,Equipment Product 16,Sports,Equipment,171.16,1,171.16,0,0.0,171.16,PayPal,31,Male,Rockford,Illinois,5
10403,2023-05-27,7897,Biographies Product 91,Books,Biographies,17.16,2,34.32,0,0.0,34.32,Google Pay,27,Non-binary,San Antonio,Texas,4
10404,2023-05-27,7897,Headphones Product 27,Electronics,Headphones,1709.67,1,1709.67,5,85.48,1624.19,PayPal,52,Non-binary,San Francisco,California,3
10405,2023-05-28,7897,Equipment Product 65,Sports,Equipment,459.39,1,459.39,0,0.0,459.39,Credit Card,67,Female,Fort Worth,Texas,3
10406,2023-05-28,7897,Accessories Product 32,Clothing,Accessories,89.79,2,179.58,0,0.0,179.58,Apple Pay,46,Male,Rochester,New York,5
10407,2023-05-28,7897,Shoes Product 59,Clothing,Shoes,194.98,1,194.98,0,0.0,194.98,Apple Pay,68,Female,Rockford,Illinois,2
10408,2023-05-29,7897,Bedding Product 30,Home & Kitchen,Bedding,835.45,1,835.45,15,125.32,710.13,Bank Transfer,29,Male,Jacksonville,Florida,5
10409,2023-05-30,7897,Furniture Product 9,Home & Kitchen,Furniture,128.81,1,128.81,5,6.44,122.37,PayPal,51,Male,Buffalo,New York,5
10410,2023-05-30,7897,Bedding Product 74,Home & Kitchen,Bedding,252.92,1,252.92,10,25.29,227.63,Bank Transfer,28,Non-binary,Fort Worth,Texas,5
10411,2023-05-30,7897,Tablets Product 89,Electronics,Tablets,332.46,1,332.46,10,33.25,299.21,Apple Pay,69,Male,Syracuse,New York,4
10412,2023-05-31,4555,Apparel Product 96,Sports,Apparel,313.14,3,939.42,0,0.0,939.42,Apple Pay,20,Female,Sacramento,California,5
10413,2023-05-31,5779,Pants Product 90,Clothing,Pants,83.98,3,251.94,0,0.0,251.94,Bank Transfer,75,Female,San Antonio,Texas,4
10414,2023-05-31,7660,Cameras Product 2,Electronics,Cameras,738.88,2,1477.76,0,0.0,1477.76,Apple Pay,27,Non-binary,Sacramento,California,5
10415,2023-05-31,7660,Fitness Product 73,Sports,Fitness,34.96,1,34.96,0,0.0,34.96,PayPal,60,Male,Fort Worth,Texas,5
10416,2023-05-31,7660,Fitness Product 47,Sports,Fitness,415.83,2,831.66,0,0.0,831.66,Credit Card,70,Non-binary,Orlando,Florida,5
10417,2023-06-01,7660,Accessories Product 26,Sports,Accessories,241.68,1,241.68,5,12.08,229.6,PayPal,21,Female,Peoria,Illinois,3
10418,2023-06-01,7660,Fitness Product 39,Sports,Fitness,409.03,3,1227.09,5,61.35,1165.74,Bank Transfer,50,Male,Fort Worth,Texas,3
10419,2023-06-01,7660,Fiction Product 60,Books,Fiction,75.23,1,75.23,0,0.0,75.23,Bank Transfer,36,Non-binary,Rochester,New York,4
10420,2023-06-01,7660,Decor Product 36,Home & Kitchen,Decor,112.34,1,112.34,5,5.62,106.72,Credit Card,42,Male,Los Angeles,California,1
10421,2023-06-01,7660,Cameras Product 20,Electronics,Cameras,637.31,1,637.31,0,0.0,637.31,Google Pay,57,Female,San Jose,California,2
10422,2023-06-01,7660,Shirts Product 30,Clothing,Shirts,123.75,1,123.75,0,0.0,123.75,Credit Card,35,Male,Buffalo,New York,3
10423,2023-06-02,7660,Dresses Product 81,Clothing,Dresses,179.4,1,179.4,0,0.0,179.4,Google Pay,45,Non-binary,San Diego,California,4
10424,2023-06-02,7660,Shoes Product 59,Clothing,Shoes,191.02,1,191.02,0,0.0,191.02,Bank Transfer,59,Non-binary,Houston,Texas,2
10425,2023-06-03,7660,Accessories Product 26,Sports,Accessories,58.29,2,116.58,5,5.83,110.75,PayPal,37,Male,Austin,Texas,3
10426,2023-06-03,7660,Appliances Product 60,Home & Kitchen,Appliances,194.75,1,194.75,0,0.0,194.75,Bank Transfer,62,Female,Dallas,Texas,5
10427,2023-06-03,2643,Cameras Product 31,Electronics,Cameras,585.13,1,585.13,15,87.77,497.36,Credit Card,36,Non-binary,Sacramento,California,2
10428,2023-06-04,5538,Shirts Product 78,Clothing,Shirts,164.13,2,328.26,10,32.83,295.43,Google Pay,55,Male,San Jose,California,3
10429,2023-06-04,2658,Comics Product 43,Books,Comics,86.87,4,347.48,15,52.12,295.36,Apple Pay,21,Female,Jacksonville,Florida,4
10430,2023-06-05,2658,Headphones Product 43,Electronics,Headphones,1160.56,2,2321.12,15,348.17,1972.95,Credit Card,58,Non-binary,San Francisco,California,2
10431,2023-06-06,2658,Footwear Product 29,Sports,Footwear,480.08,2,960.16,10,96.02,864.14,PayPal,50,Non-binary,Chicago,Illinois,4
10432,2023-06-07,2658,Cookware Product 20,Home & Kitchen,Cookware,187.36,1,187.36,10,18.74,168.62,Bank Transfer,52,Female,Peoria,Illinois,2
10433,2023-06-07,2658,Bedding Product 29,Home & Kitchen,Bedding,183.29,2,366.58,0,0.0,366.58,Google Pay,62,Male,New York City,New York,4
10434,2023-06-07,8028,Decor Product 31,Home & Kitchen,Decor,77.44,1,77.44,0,0.0,77.44,Google Pay,38,Non-binary,San Antonio,Texas,2
10435,2023-06-09,8028,Footwear Product 54,Sports,Footwear,370.69,1,370.69,5,18.53,352.16,Apple Pay,42,Male,San Jose,California,2
10436,2023-06-09,8028,Dresses Product 65,Clothing,Dresses,118.53,1,118.53,0,0.0,118.53,Apple Pay,62,Male,San Francisco,California,5
10437,2023-06-09,8028,Biographies Product 44,Books,Biographies,66.75,5,333.75,10,33.38,300.37,PayPal,64,Male,Los Angeles,California,4
10438,2023-06-09,8028,Decor Product 32,Home & Kitchen,Decor,836.93,1,836.93,5,41.85,795.08,PayPal,35,Non-binary,Houston,Texas,5
10439,2023-06-09,7941,Shoes Product 45,Clothing,Shoes,44.76,4,179.04,0,0.0,179.04,Google Pay,27,Female,Albany,New York,1
10440,2023-06-09,1692,Apparel Product 90,Sports,Apparel,478.8,1,478.8,0,0.0,478.8,Google Pay,41,Male,Springfield,Illinois,4
10441,2023-06-09,1692,Apparel Product 31,Sports,Apparel,194.35,1,194.35,10,19.44,174.91,PayPal,68,Female,Houston,Texas,5
10442,2023-06-10,1692,Fiction Product 82,Books,Fiction,89.56,1,89.56,10,8.96,80.6,Google Pay,28,Male,San Francisco,California,4
10443,2023-06-10,8985,Equipment Product 33,Sports,Equipment,180.12,1,180.12,5,9.01,171.11,PayPal,57,Male,Orlando,Florida,3
10444,2023-06-10,6266,Fitness Product 24,Sports,Fitness,429.2,2,858.4,20,171.68,686.72,Google Pay,44,Female,Sacramento,California,2
10445,2023-06-10,6266,Equipment Product 35,Sports,Equipment,275.87,2,551.74,5,27.59,524.15,Bank Transfer,47,Non-binary,Albany,New York,5
10446,2023-06-10,6266,Fitness Product 85,Sports,Fitness,445.96,1,445.96,0,0.0,445.96,Credit Card,40,Non-binary,Miami,Florida,4
10447,2023-06-11,1564,Biographies Product 31,Books,Biographies,59.85,4,239.4,0,0.0,239.4,Google Pay,46,Male,New York City,New York,4
10448,2023-06-11,1564,Non-fiction Product 31,Books,Non-fiction,81.1,2,162.2,0,0.0,162.2,Apple Pay,50,Female,Fort Worth,Texas,4
10449,2023-06-12,1564,Non-fiction Product 5,Books,Non-fiction,35.72,2,71.44,0,0.0,71.44,Bank Transfer,28,Male,Peoria,Illinois,5
10450,2023-06-12,1564,Apparel Product 75,Sports,Apparel,492.3,1,492.3,0,0.0,492.3,Google Pay,58,Female,Syracuse,New York,3
10451,2023-06-12,1899,Headphones Product 26,Electronics,Headphones,1734.69,1,1734.69,0,0.0,1734.69,Credit Card,49,Male,Rockford,Illinois,3
10452,2023-06-12,8277,Fitness Product 47,Sports,Fitness,485.4,1,485.4,0,0.0,485.4,PayPal,52,Male,San Jose,California,3
10453,2023-06-13,3111,Accessories Product 32,Sports,Accessories,460.02,2,920.04,0,0.0,920.04,Google Pay,53,Male,Buffalo,New York,4
10454,2023-06-13,8274,Laptops Product 52,Electronics,Laptops,1788.84,1,1788.84,0,0.0,1788.84,Bank Transfer,20,Male,Tallahassee,Florida,5
10455,2023-06-13,8274,Fitness Product 80,Sports,Fitness,231.11,2,462.22,5,23.11,439.11,Google Pay,51,Male,Orlando,Florida,4
10456,2023-06-14,8274,Cameras Product 70,Electronics,Cameras,951.61,1,951.61,5,47.58,904.03,Bank Transfer,73,Female,New York City,New York,5
10457,2023-06-14,2384,Shirts Product 86,Clothing,Shirts,121.31,1,121.31,0,0.0,121.31,PayPal,53,Female,Rockford,Illinois,2
10458,2023-06-14,4945,Footwear Product 50,Sports,Footwear,196.63,2,393.26,5,19.66,373.6,Apple Pay,58,Female,Miami,Florida,4
10459,2023-06-15,4945,Smartphones Product 8,Electronics,Smartphones,1469.26,1,1469.26,5,73.46,1395.8,Bank Transfer,28,Non-binary,Austin,Texas,4
10460,2023-06-16,4945,Equipment Product 29,Sports,Equipment,113.38,2,226.76,0,0.0,226.76,Bank Transfer,62,Male,Austin,Texas,3
10461,2023-06-16,4945,Accessories Product 52,Sports,Accessories,122.81,1,122.81,0,0.0,122.81,Bank Transfer,56,Non-binary,San Antonio,Texas,3
10462,2023-06-17,4945,Decor Product 50,Home & Kitchen,Decor,112.61,3,337.83,0,0.0,337.83,Google Pay,67,Non-binary,San Jose,California,5
10463,2023-06-17,4945,Headphones Product 63,Electronics,Headphones,257.12,3,771.36,5,38.57,732.79,Google Pay,73,Non-binary,Austin,Texas,5
10464,2023-06-18,4945,Accessories Product 46,Clothing,Accessories,80.69,2,161.38,0,0.0,161.38,PayPal,60,Male,San Jose,California,2
10465,2023-06-19,4945,Comics Product 39,Books,Comics,81.23,1,81.23,0,0.0,81.23,Apple Pay,34,Female,Austin,Texas,3
10466,2023-06-19,4945,Apparel Product 44,Sports,Apparel,491.55,1,491.55,15,73.73,417.82,PayPal,55,Male,Dallas,Texas,5
10467,2023-06-19,5163,Educational Product 2,Books,Educational,17.91,3,53.73,0,0.0,53.73,Credit Card,47,Non-binary,Albany,New York,1
10468,2023-06-19,2429,Pants Product 5,Clothing,Pants,122.06,1,122.06,5,6.1,115.96,Credit Card,43,Non-binary,Fort Worth,Texas,5
10469,2023-06-19,2429,Fiction Product 82,Books,Fiction,32.91,1,32.91,10,3.29,29.62,PayPal,47,Male,Chicago,Illinois,5
10470,2023-06-19,2429,Decor Product 3,Home & Kitchen,Decor,573.1,1,573.1,0,0.0,573.1,Credit Card,27,Non-binary,San Jose,California,4
10471,2023-06-20,2429,Apparel Product 12,Sports,Apparel,154.8,2,309.6,5,15.48,294.12,PayPal,37,Non-binary,Jacksonville,Florida,5
10472,2023-06-21,2429,Tablets Product 13,Electronics,Tablets,670.97,1,670.97,0,0.0,670.97,PayPal,31,Non-binary,Tallahassee,Florida,3
10473,2023-06-21,2429,Fitness Product 93,Sports,Fitness,194.11,1,194.11,0,0.0,194.11,PayPal,28,Female,Buffalo,New York,4
10474,2023-06-21,2429,Bedding Product 7,Home & Kitchen,Bedding,22.98,5,114.9,0,0.0,114.9,Credit Card,62,Female,San Diego,California,3
10475,2023-06-21,9762,Fitness Product 78,Sports,Fitness,36.05,1,36.05,0,0.0,36.05,Bank Transfer,28,Female,Sacramento,California,3
10476,2023-06-22,9661,Shirts Product 63,Clothing,Shirts,115.27,1,115.27,0,0.0,115.27,Bank Transfer,26,Female,Springfield,Illinois,5
10477,2023-06-22,7943,Comics Product 97,Books,Comics,35.35,1,35.35,5,1.77,33.58,Credit Card,39,Non-binary,Tallahassee,Florida,4
10478,2023-06-22,2630,Fitness Product 26,Sports,Fitness,118.8,2,237.6,0,0.0,237.6,Google Pay,73,Non-binary,Naperville,Illinois,2
10479,2023-06-22,6140,Cameras Product 33,Electronics,Cameras,1449.65,1,1449.65,15,217.45,1232.2,PayPal,28,Male,Austin,Texas,5
10480,2023-06-22,6140,Accessories Product 64,Sports,Accessories,264.14,1,264.14,0,0.0,264.14,Apple Pay,62,Male,San Diego,California,5
10481,2023-06-22,6140,Comics Product 85,Books,Comics,26.92,2,53.84,0,0.0,53.84,PayPal,28,Female,San Antonio,Texas,5
10482,2023-06-23,6140,Tablets Product 43,Electronics,Tablets,1022.39,1,1022.39,0,0.0,1022.39,Credit Card,19,Non-binary,San Antonio,Texas,4
10483,2023-06-23,6140,Dresses Product 34,Clothing,Dresses,146.0,2,292.0,0,0.0,292.0,PayPal,59,Non-binary,Rockford,Illinois,3
10484,2023-06-24,6140,Equipment Product 42,Sports,Equipment,306.43,2,612.86,0,0.0,612.86,PayPal,29,Male,San Francisco,California,4
10485,2023-06-25,6140,Laptops Product 50,Electronics,Laptops,428.04,2,856.08,0,0.0,856.08,Bank Transfer,69,Female,New York City,New York,4
10486,2023-06-25,1017,Furniture Product 62,Home & Kitchen,Furniture,802.15,1,802.15,0,0.0,802.15,Credit Card,44,Non-binary,Tallahassee,Florida,4
10487,2023-06-26,1017,Shirts Product 28,Clothing,Shirts,121.57,3,364.71,0,0.0,364.71,Bank Transfer,21,Female,San Diego,California,3
10488,2023-06-26,1017,Non-fiction Product 67,Books,Non-fiction,53.29,1,53.29,0,0.0,53.29,Google Pay,75,Female,Tallahassee,Florida,3
10489,2023-06-26,1017,Headphones Product 66,Electronics,Headphones,757.51,1,757.51,0,0.0,757.51,Credit Card,63,Female,Jacksonville,Florida,4
10490,2023-06-26,9372,Equipment Product 71,Sports,Equipment,388.43,1,388.43,5,19.42,369.01,Google Pay,65,Female,San Jose,California,3
10491,2023-06-27,8982,Footwear Product 79,Sports,Footwear,51.46,2,102.92,0,0.0,102.92,Apple Pay,39,Non-binary,Syracuse,New York,5
10492,2023-06-27,3042,Apparel Product 58,Sports,Apparel,123.48,3,370.44,0,0.0,370.44,Credit Card,73,Female,Tallahassee,Florida,5
10493,2023-06-27,3042,Equipment Product 52,Sports,Equipment,372.14,1,372.14,0,0.0,372.14,Apple Pay,71,Female,San Diego,California,4
10494,2023-06-28,3042,Cameras Product 41,Electronics,Cameras,203.83,1,203.83,0,0.0,203.83,Bank Transfer,25,Female,Tallahassee,Florida,4
10495,2023-06-28,9279,Footwear Product 87,Sports,Footwear,68.19,1,68.19,5,3.41,64.78,Bank Transfer,47,Male,Jacksonville,Florida,3
10496,2023-06-29,9279,Headphones Product 15,Electronics,Headphones,509.67,1,509.67,10,50.97,458.7,PayPal,18,Non-binary,Springfield,Illinois,4
10497,2023-06-29,9279,Smartphones Product 53,Electronics,Smartphones,1979.73,1,1979.73,0,0.0,1979.73,Bank Transfer,53,Female,Albany,New York,5
10498,2023-06-29,9279,Shirts Product 53,Clothing,Shirts,36.16,5,180.8,20,36.16,144.64,Bank Transfer,66,Female,Springfield,Illinois,3
10499,2023-06-29,9279,Appliances Product 42,Home & Kitchen,Appliances,75.82,2,151.64,0,0.0,151.64,Google Pay,70,Female,Buffalo,New York,5
10500,2023-06-29,9279,Apparel Product 61,Sports,Apparel,222.28,1,222.28,20,44.46,177.82,Bank Transfer,26,Female,Houston,Texas,4
10501,2023-06-30,9279,Comics Product 76,Books,Comics,35.55,1,35.55,0,0.0,35.55,Google Pay,73,Male,Tallahassee,Florida,3
10502,2023-06-30,9279,Shoes Product 32,Clothing,Shoes,30.41,1,30.41,0,0.0,30.41,Credit Card,36,Female,San Diego,California,5
10503,2023-07-01,9279,Shoes Product 37,Clothing,Shoes,90.26,2,180.52,5,9.03,171.49,Apple Pay,35,Male,Chicago,Illinois,3
10504,2023-07-02,9279,Apparel Product 90,Sports,Apparel,18.16,2,36.32,10,3.63,32.69,Apple Pay,27,Female,San Diego,California,1
10505,2023-07-02,9279,Dresses Product 41,Clothing,Dresses,58.96,4,235.84,0,0.0,235.84,Google Pay,20,Female,Chicago,Illinois,5
10506,2023-07-03,9279,Appliances Product 84,Home & Kitchen,Appliances,126.16,1,126.16,5,6.31,119.85,Credit Card,46,Female,Rockford,Illinois,5
10507,2023-07-03,9279,Smartphones Product 95,Electronics,Smartphones,1571.48,2,3142.96,10,314.3,2828.66,Credit Card,58,Male,New York City,New York,2
10508,2023-07-03,9279,Footwear Product 3,Sports,Footwear,255.74,2,511.48,0,0.0,511.48,Apple Pay,36,Non-binary,Austin,Texas,3
10509,2023-07-04,9279,Educational Product 86,Books,Educational,46.55,2,93.1,0,0.0,93.1,Google Pay,56,Female,Chicago,Illinois,4
10510,2023-07-05,9279,Shoes Product 34,Clothing,Shoes,162.43,1,162.43,0,0.0,162.43,Google Pay,49,Female,Chicago,Illinois,4
10511,2023-07-05,9279,Headphones Product 63,Electronics,Headphones,1626.08,1,1626.08,0,0.0,1626.08,Bank Transfer,34,Non-binary,San Diego,California,4
10512,2023-07-05,9279,Biographies Product 3,Books,Biographies,99.67,1,99.67,0,0.0,99.67,Apple Pay,46,Female,San Diego,California,3
10513,2023-07-06,9279,Comics Product 89,Books,Comics,44.23,1,44.23,0,0.0,44.23,Apple Pay,71,Male,Tallahassee,Florida,5
10514,2023-07-06,9279,Accessories Product 62,Clothing,Accessories,95.28,1,95.28,10,9.53,85.75,Credit Card,42,Non-binary,Los Angeles,California,5
10515,2023-07-06,9279,Equipment Product 85,Sports,Equipment,227.97,2,455.94,0,0.0,455.94,Bank Transfer,50,Female,Rockford,Illinois,3
10516,2023-07-06,9279,Laptops Product 51,Electronics,Laptops,800.17,1,800.17,10,80.02,720.15,Bank Transfer,65,Male,Sacramento,California,3
10517,2023-07-06,8388,Dresses Product 57,Clothing,Dresses,146.92,1,146.92,5,7.35,139.57,Apple Pay,30,Non-binary,Syracuse,New York,5
10518,2023-07-07,7566,Footwear Product 49,Sports,Footwear,245.87,3,737.61,0,0.0,737.61,Bank Transfer,24,Female,Los Angeles,California,3
10519,2023-07-07,3273,Dresses Product 81,Clothing,Dresses,85.54,5,427.7,15,64.16,363.54,Apple Pay,36,Non-binary,Syracuse,New York,5
10520,2023-07-07,4484,Comics Product 85,Books,Comics,37.19,3,111.57,0,0.0,111.57,Credit Card,55,Female,Buffalo,New York,5
10521,2023-07-08,9192,Dresses Product 3,Clothing,Dresses,38.31,1,38.31,0,0.0,38.31,Google Pay,55,Female,San Antonio,Texas,3
10522,2023-07-08,6907,Shirts Product 75,Clothing,Shirts,57.16,1,57.16,10,5.72,51.44,Apple Pay,30,Female,Tallahassee,Florida,2
10523,2023-07-09,3578,Apparel Product 51,Sports,Apparel,411.52,1,411.52,0,0.0,411.52,Credit Card,23,Non-binary,Los Angeles,California,4
10524,2023-07-09,3156,Dresses Product 7,Clothing,Dresses,121.79,2,243.58,0,0.0,243.58,Apple Pay,23,Male,San Francisco,California,4
10525,2023-07-09,5682,Apparel Product 13,Sports,Apparel,237.47,2,474.94,0,0.0,474.94,Apple Pay,35,Non-binary,Chicago,Illinois,5
10526,2023-07-09,5682,Accessories Product 79,Clothing,Accessories,145.88,2,291.76,5,14.59,277.17,Credit Card,32,Male,Tallahassee,Florida,5
10527,2023-07-09,3019,Shirts Product 73,Clothing,Shirts,85.2,3,255.6,0,0.0,255.6,Google Pay,67,Non-binary,Austin,Texas,2
10528,2023-07-09,3019,Laptops Product 82,Electronics,Laptops,1763.84,1,1763.84,0,0.0,1763.84,PayPal,68,Male,Springfield,Illinois,4
10529,2023-07-10,3019,Non-fiction Product 84,Books,Non-fiction,74.3,2,148.6,0,0.0,148.6,Google Pay,32,Non-binary,Springfield,Illinois,1
10530,2023-07-10,3019,Shirts Product 100,Clothing,Shirts,114.35,1,114.35,0,0.0,114.35,Credit Card,35,Non-binary,Miami,Florida,4
10531,2023-07-10,9227,Apparel Product 83,Sports,Apparel,331.06,1,331.06,10,33.11,297.95,Credit Card,55,Non-binary,San Francisco,California,4
10532,2023-07-11,9227,Decor Product 73,Home & Kitchen,Decor,818.37,1,818.37,0,0.0,818.37,Credit Card,56,Male,San Antonio,Texas,2
10533,2023-07-11,9227,Accessories Product 38,Sports,Accessories,387.76,2,775.52,15,116.33,659.19,PayPal,57,Non-binary,Orlando,Florida,2
10534,2023-07-11,9227,Smartphones Product 61,Electronics,Smartphones,1729.67,2,3459.34,0,0.0,3459.34,Bank Transfer,44,Male,Chicago,Illinois,4
10535,2023-07-11,5471,Apparel Product 34,Sports,Apparel,51.25,2,102.5,10,10.25,92.25,Apple Pay,21,Non-binary,Dallas,Texas,4
10536,2023-07-11,5471,Equipment Product 19,Sports,Equipment,19.83,1,19.83,10,1.98,17.85,Google Pay,67,Female,Dallas,Texas,3
10537,2023-07-11,5471,Accessories Product 14,Sports,Accessories,289.94,1,289.94,10,28.99,260.95,Credit Card,65,Non-binary,Sacramento,California,1
10538,2023-07-11,8812,Apparel Product 92,Sports,Apparel,495.58,1,495.58,0,0.0,495.58,Credit Card,72,Male,San Diego,California,5
10539,2023-07-13,8812,Footwear Product 73,Sports,Footwear,321.64,1,321.64,15,48.25,273.39,Bank Transfer,35,Non-binary,Miami,Florida,4
10540,2023-07-13,8812,Fiction Product 19,Books,Fiction,84.6,1,84.6,0,0.0,84.6,Bank Transfer,41,Non-binary,New York City,New York,3
10541,2023-07-13,8812,Tablets Product 7,Electronics,Tablets,481.06,1,481.06,5,24.05,457.01,Google Pay,51,Non-binary,Austin,Texas,2
10542,2023-07-14,8812,Laptops Product 42,Electronics,Laptops,1082.34,1,1082.34,15,162.35,919.99,PayPal,70,Male,Miami,Florida,5
10543,2023-07-14,8812,Apparel Product 34,Sports,Apparel,480.15,3,1440.45,0,0.0,1440.45,Apple Pay,44,Female,San Diego,California,5
10544,2023-07-14,8812,Non-fiction Product 19,Books,Non-fiction,88.99,5,444.95,0,0.0,444.95,PayPal,30,Female,Dallas,Texas,4
